Date,Exercise,Weight(lbs),Reps,Primary Muscle Group,Secondary Muscle Group,Volume,Week,day of week
2024-06-01,Dips,180.0,15,Triceps,Chest,2700.0,2024-05-27,Saturday
2024-06-01,Dips,180.0,15,Triceps,Chest,2700.0,2024-05-27,Saturday
2024-06-01,Rear Crossover,22.5,10,Shoulders,,225.0,2024-05-27,Saturday
2024-06-01,Rear Crossover,17.5,10,Shoulders,,175.0,2024-05-27,Saturday
2024-06-01,Rear Crossover,17.5,10,Shoulders,,175.0,2024-05-27,Saturday
2024-06-01,Rear Crossover,17.5,10,Shoulders,,175.0,2024-05-27,Saturday
2024-06-01,Shoulder Press,60.0,11,Shoulders,,660.0,2024-05-27,Saturday
2024-06-01,Shoulder Press,60.0,7,Shoulders,,420.0,2024-05-27,Saturday
2024-06-01,Shoulder Press,60.0,6,Shoulders,,360.0,2024-05-27,Saturday
2024-06-01,Shoulder Press,60.0,7,Shoulders,,420.0,2024-05-27,Saturday
2024-06-01,Hammer Curl,45.0,11,Biceps,,495.0,2024-05-27,Saturday
2024-06-01,Hammer Curl,45.0,16,Biceps,,720.0,2024-05-27,Saturday
2024-06-01,Hammer Curl,45.0,8,Biceps,,360.0,2024-05-27,Saturday
2024-06-01,Machine Row (Horizontal),70.0,11,Back,,770.0,2024-05-27,Saturday
2024-06-01,Machine Row (Horizontal),70.0,11,Back,,770.0,2024-05-27,Saturday
2024-06-01,Machine Row (Horizontal),70.0,11,Back,,770.0,2024-05-27,Saturday
2024-06-03,RDL,100.0,15,Hamstrings,Low Back,1500.0,2024-06-03,Monday
2024-06-03,RDL,100.0,12,Hamstrings,Low Back,1200.0,2024-06-03,Monday
2024-06-03,RDL,100.0,10,Hamstrings,Low Back,1000.0,2024-06-03,Monday
2024-06-03,RDL,100.0,10,Hamstrings,Low Back,1000.0,2024-06-03,Monday
2024-06-03,Leg Press,360.0,15,Quads,Glutes,5400.0,2024-06-03,Monday
2024-06-03,Leg Press,450.0,17,Quads,Glutes,7650.0,2024-06-03,Monday
2024-06-03,Leg Press,540.0,11,Quads,Glutes,5940.0,2024-06-03,Monday
2024-06-03,Leg Press,630.0,10,Quads,Glutes,6300.0,2024-06-03,Monday
2024-06-03,Leg Press,720.0,10,Quads,Glutes,7200.0,2024-06-03,Monday
2024-06-03,Leg Press,720.0,6,Quads,Glutes,4320.0,2024-06-03,Monday
2024-06-03,Seated Leg Curl,130.0,10,Hamstrings,,1300.0,2024-06-03,Monday
2024-06-03,Seated Leg Curl,130.0,10,Hamstrings,,1300.0,2024-06-03,Monday
2024-06-03,Seated Leg Curl,150.0,10,Hamstrings,,1500.0,2024-06-03,Monday
2024-06-03,Single Leg Extension,130.0,10,Quads,Glutes,1300.0,2024-06-03,Monday
2024-06-03,Single Leg Extension,130.0,8,Quads,Glutes,1040.0,2024-06-03,Monday
2024-06-03,Single Leg Extension,130.0,7,Quads,Glutes,910.0,2024-06-03,Monday
2024-06-04,Pull-Ups,180.0,11,Lats,Biceps,1980.0,2024-06-03,Tuesday
2024-06-04,Pull-Ups,180.0,9,Lats,Biceps,1620.0,2024-06-03,Tuesday
2024-06-04,Pull-Ups,180.0,7,Lats,Biceps,1260.0,2024-06-03,Tuesday
2024-06-04,Pull-Ups,180.0,7,Lats,Biceps,1260.0,2024-06-03,Tuesday
2024-06-04,Dips,180.0,20,Triceps,Chest,3600.0,2024-06-03,Tuesday
2024-06-04,Dips,180.0,15,Triceps,Chest,2700.0,2024-06-03,Tuesday
2024-06-04,Dips,180.0,15,Triceps,Chest,2700.0,2024-06-03,Tuesday
2024-06-11,Shoulder Press,55.0,10,Shoulders,,550.0,2024-06-10,Tuesday
2024-06-11,Shoulder Press,55.0,8,Shoulders,,440.0,2024-06-10,Tuesday
2024-06-11,Shoulder Press,55.0,8,Shoulders,,440.0,2024-06-10,Tuesday
2024-06-11,Machine Row,140.0,12,Back,,1680.0,2024-06-10,Tuesday
2024-06-11,Machine Row,140.0,11,Back,,1540.0,2024-06-10,Tuesday
2024-06-11,Machine Row,140.0,10,Back,,1400.0,2024-06-10,Tuesday
2024-06-11,Machine Row,140.0,10,Back,,1400.0,2024-06-10,Tuesday
2024-06-11,Bench,135.0,15,Chest,Triceps,2025.0,2024-06-10,Tuesday
2024-06-11,Bench,155.0,10,Chest,Triceps,1550.0,2024-06-10,Tuesday
2024-06-11,Bench,155.0,10,Chest,Triceps,1550.0,2024-06-10,Tuesday
2024-06-11,Bench,155.0,10,Chest,Triceps,1550.0,2024-06-10,Tuesday
2024-06-11,Bench,155.0,10,Chest,Triceps,1550.0,2024-06-10,Tuesday
2024-06-11,Bench,155.0,10,Chest,Triceps,1550.0,2024-06-10,Tuesday
2024-06-11,Bench,155.0,10,Chest,Triceps,1550.0,2024-06-10,Tuesday
2024-06-11,Bench,180.0,8,Chest,Triceps,1440.0,2024-06-10,Tuesday
2024-06-11,Bench,180.0,7,Chest,Triceps,1260.0,2024-06-10,Tuesday
2024-06-11,Tricep Overhead,65.0,8,Triceps,,520.0,2024-06-10,Tuesday
2024-06-11,Tricep Overhead,60.0,10,Triceps,,600.0,2024-06-10,Tuesday
2024-06-11,Tricep Overhead,60.0,10,Triceps,,600.0,2024-06-10,Tuesday
2024-06-11,Hammer Curl,45.0,12,Biceps,,540.0,2024-06-10,Tuesday
2024-06-11,Hammer Curl,45.0,10,Biceps,,450.0,2024-06-10,Tuesday
2024-06-11,Hammer Curl,45.0,8,Biceps,,360.0,2024-06-10,Tuesday
2024-06-11,Pec Dec,190.0,10,Chest,,1900.0,2024-06-10,Tuesday
2024-06-11,Pec Dec,190.0,8,Chest,,1520.0,2024-06-10,Tuesday
2024-06-11,Pec Dec,190.0,7,Chest,,1330.0,2024-06-10,Tuesday
2024-06-11,Pec Dec,190.0,6,Chest,,1140.0,2024-06-10,Tuesday
2024-06-16,Barbell Squat,135.0,15,Quads,Glutes,2025.0,2024-06-10,Sunday
2024-06-16,Barbell Squat,225.0,12,Quads,Glutes,2700.0,2024-06-10,Sunday
2024-06-16,Barbell Squat,315.0,7,Quads,Glutes,2205.0,2024-06-10,Sunday
2024-06-16,Barbell Squat,315.0,7,Quads,Glutes,2205.0,2024-06-10,Sunday
2024-06-16,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-06-10,Sunday
2024-06-16,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-06-10,Sunday
2024-06-16,Leg Extension,120.0,9,Quads,,1080.0,2024-06-10,Sunday
2024-06-16,Leg Extension,130.0,7,Quads,,910.0,2024-06-10,Sunday
2024-06-16,Leg Extension,130.0,7,Quads,,910.0,2024-06-10,Sunday
2024-06-17,Dumbbell Bench,80.0,11,Chest,Triceps,880.0,2024-06-17,Monday
2024-06-17,Dumbbell Bench,80.0,8,Chest,Triceps,640.0,2024-06-17,Monday
2024-06-17,Dumbbell Bench,80.0,8,Chest,Triceps,640.0,2024-06-17,Monday
2024-06-17,Dumbbell Bench,80.0,8,Chest,Triceps,640.0,2024-06-17,Monday
2024-06-17,Lateral Raise,30.0,14,Shoulders,,420.0,2024-06-17,Monday
2024-06-17,Lateral Raise,30.0,10,Shoulders,,300.0,2024-06-17,Monday
2024-06-17,Lateral Raise,30.0,10,Shoulders,,300.0,2024-06-17,Monday
2024-06-17,Lateral Raise,30.0,10,Shoulders,,300.0,2024-06-17,Monday
2024-06-17,Tricep Extension,65.0,6,Triceps,,390.0,2024-06-17,Monday
2024-06-17,Tricep Extension,65.0,10,Triceps,,650.0,2024-06-17,Monday
2024-06-17,Tricep Extension,55.0,10,Triceps,,550.0,2024-06-17,Monday
2024-06-17,Tricep Extension,55.0,10,Triceps,,550.0,2024-06-17,Monday
2024-06-18,Leg Extension,140.0,10,Quads,,1400.0,2024-06-17,Tuesday
2024-06-18,Leg Extension,140.0,8,Quads,,1120.0,2024-06-17,Tuesday
2024-06-18,Leg Extension,140.0,8,Quads,,1120.0,2024-06-17,Tuesday
2024-06-18,Cable Lateral Raise,32.5,6,Shoulders,,195.0,2024-06-17,Tuesday
2024-06-18,Cable Lateral Raise,27.5,8,Shoulders,,220.0,2024-06-17,Tuesday
2024-06-18,Cable Lateral Raise,27.5,8,Shoulders,,220.0,2024-06-17,Tuesday
2024-06-18,Seated Row,140.0,12,Back,,1680.0,2024-06-17,Tuesday
2024-06-18,Seated Row,100.0,12,Back,,1200.0,2024-06-17,Tuesday
2024-06-18,Seated Row,180.0,8,Back,,1440.0,2024-06-17,Tuesday
2024-06-18,Seated Row,180.0,8,Back,,1440.0,2024-06-17,Tuesday
2024-06-18,Seated Row,180.0,8,Back,,1440.0,2024-06-17,Tuesday
2024-06-18,Tricep Pushdown,78.0,10,Triceps,,780.0,2024-06-17,Tuesday
2024-06-18,Tricep Pushdown,75.0,10,Triceps,,750.0,2024-06-17,Tuesday
2024-06-18,Tricep Pushdown,85.0,10,Triceps,,850.0,2024-06-17,Tuesday
2024-06-18,Tricep Pushdown,85.0,8,Triceps,,680.0,2024-06-17,Tuesday
2024-06-18,Pec Dec,190.0,10,Chest,,1900.0,2024-06-17,Tuesday
2024-06-18,Pec Dec,205.0,8,Chest,,1640.0,2024-06-17,Tuesday
2024-06-18,Pec Dec,205.0,8,Chest,,1640.0,2024-06-17,Tuesday
2024-06-18,EZ Curl,100.0,10,Biceps,,1000.0,2024-06-17,Tuesday
2024-06-18,EZ Curl,100.0,10,Biceps,,1000.0,2024-06-17,Tuesday
2024-06-18,EZ Curl,100.0,7,Biceps,,700.0,2024-06-17,Tuesday
2024-06-18,EZ Curl,100.0,6,Biceps,,600.0,2024-06-17,Tuesday
2024-06-18,Lat Pulldown,140.0,10,Lats,Biceps,1400.0,2024-06-17,Tuesday
2024-06-18,Lat Pulldown,140.0,8,Lats,Biceps,1120.0,2024-06-17,Tuesday
2024-06-18,Lat Pulldown,140.0,8,Lats,Biceps,1120.0,2024-06-17,Tuesday
2024-06-21,RDL,100.0,12,Hamstrings,Low Back,1200.0,2024-06-17,Friday
2024-06-21,RDL,100.0,10,Hamstrings,Low Back,1000.0,2024-06-17,Friday
2024-06-21,RDL,100.0,10,Hamstrings,Low Back,1000.0,2024-06-17,Friday
2024-06-21,RDL,100.0,10,Hamstrings,Low Back,1000.0,2024-06-17,Friday
2024-06-21,Hip Thrust Machine,180.0,12,Glutes,Hamstrings,2160.0,2024-06-17,Friday
2024-06-21,Hip Thrust Machine,270.0,12,Glutes,Hamstrings,3240.0,2024-06-17,Friday
2024-06-21,Hip Thrust Machine,270.0,12,Glutes,Hamstrings,3240.0,2024-06-17,Friday
2024-06-21,Hip Thrust Machine,270.0,15,Glutes,Hamstrings,4050.0,2024-06-17,Friday
2024-06-21,Bench,135.0,10,Chest,Triceps,1350.0,2024-06-17,Friday
2024-06-21,Bench,155.0,10,Chest,Triceps,1550.0,2024-06-17,Friday
2024-06-21,Bench,165.0,10,Chest,Triceps,1650.0,2024-06-17,Friday
2024-06-21,Bench,185.0,6,Chest,Triceps,1110.0,2024-06-17,Friday
2024-06-21,Bench,185.0,6,Chest,Triceps,1110.0,2024-06-17,Friday
2024-06-21,Bench,185.0,6,Chest,Triceps,1110.0,2024-06-17,Friday
2024-06-21,Bench,135.0,12,Chest,Triceps,1620.0,2024-06-17,Friday
2024-06-21,Leg Press,450.0,20,Quads,Glutes,9000.0,2024-06-17,Friday
2024-06-21,Leg Press,540.0,15,Quads,Glutes,8100.0,2024-06-17,Friday
2024-06-21,Leg Press,630.0,10,Quads,Glutes,6300.0,2024-06-17,Friday
2024-06-21,Leg Press,630.0,10,Quads,Glutes,6300.0,2024-06-17,Friday
2024-06-21,Leg Press,720.0,9,Quads,Glutes,6480.0,2024-06-17,Friday
2024-06-21,Shoulder Press,60.0,10,Shoulders,,600.0,2024-06-17,Friday
2024-06-21,Shoulder Press,60.0,10,Shoulders,,600.0,2024-06-17,Friday
2024-06-21,Shoulder Press,60.0,8,Shoulders,,480.0,2024-06-17,Friday
2024-06-21,Seated Curl,50.0,8,Biceps,,400.0,2024-06-17,Friday
2024-06-21,Seated Curl,50.0,7,Biceps,,350.0,2024-06-17,Friday
2024-06-21,Seated Curl,50.0,6,Biceps,,300.0,2024-06-17,Friday
2024-06-21,Seated Curl,50.0,8,Biceps,,400.0,2024-06-17,Friday
2024-06-21,Lateral Raise,35.0,10,Shoulders,,350.0,2024-06-17,Friday
2024-06-21,Lateral Raise,35.0,8,Shoulders,,280.0,2024-06-17,Friday
2024-06-21,Lateral Raise,35.0,8,Shoulders,,280.0,2024-06-17,Friday
2024-06-21,Lateral Raise,35.0,8,Shoulders,,280.0,2024-06-17,Friday
2024-06-21,Hammer Curl,35.0,16,Biceps,,560.0,2024-06-17,Friday
2024-06-21,Hammer Curl,40.0,10,Biceps,,400.0,2024-06-17,Friday
2024-06-21,Hammer Curl,40.0,10,Biceps,,400.0,2024-06-17,Friday
2024-06-21,Hammer Curl,40.0,8,Biceps,,320.0,2024-06-17,Friday
2024-06-26,Bench,135.0,20,Chest,Triceps,2700.0,2024-06-24,Wednesday
2024-06-26,Bench,155.0,10,Chest,Triceps,1550.0,2024-06-24,Wednesday
2024-06-26,Bench,185.0,10,Chest,Triceps,1850.0,2024-06-24,Wednesday
2024-06-26,Bench,135.0,10,Chest,Triceps,1350.0,2024-06-24,Wednesday
2024-06-26,Bench,135.0,10,Chest,Triceps,1350.0,2024-06-24,Wednesday
2024-06-26,Bench,185.0,8,Chest,Triceps,1480.0,2024-06-24,Wednesday
2024-06-26,Bench,185.0,8,Chest,Triceps,1480.0,2024-06-24,Wednesday
2024-06-26,Bench,185.0,7,Chest,Triceps,1295.0,2024-06-24,Wednesday
2024-06-26,Bench,135.0,12,Chest,Triceps,1620.0,2024-06-24,Wednesday
2024-06-26,Lateral Raise,25.0,12,Shoulders,,300.0,2024-06-24,Wednesday
2024-06-26,Lateral Raise,25.0,10,Shoulders,,250.0,2024-06-24,Wednesday
2024-06-26,Lateral Raise,25.0,12,Shoulders,,300.0,2024-06-24,Wednesday
2024-06-26,Lateral Raise,25.0,10,Shoulders,,250.0,2024-06-24,Wednesday
2024-06-26,Hammer Curl,45.0,12,Biceps,,540.0,2024-06-24,Wednesday
2024-06-26,Hammer Curl,45.0,10,Biceps,,450.0,2024-06-24,Wednesday
2024-06-26,Hammer Curl,43.0,10,Biceps,,430.0,2024-06-24,Wednesday
2024-06-26,Hammer Curl,45.0,10,Biceps,,450.0,2024-06-24,Wednesday
2024-06-26,Skull Crushers,80.0,10,Triceps,,800.0,2024-06-24,Wednesday
2024-06-26,Skull Crushers,80.0,8,Triceps,,640.0,2024-06-24,Wednesday
2024-06-26,Skull Crushers,80.0,7,Triceps,,560.0,2024-06-24,Wednesday
2024-06-26,Pec Dec,175.0,10,Chest,,1750.0,2024-06-24,Wednesday
2024-06-26,Pec Dec,175.0,8,Chest,,1400.0,2024-06-24,Wednesday
2024-06-26,Pec Dec,175.0,6,Chest,,1050.0,2024-06-24,Wednesday
2024-06-26,Pec Dec,160.0,6,Chest,,960.0,2024-06-24,Wednesday
2024-06-26,Tricep Pushdown,85.0,8,Triceps,,680.0,2024-06-24,Wednesday
2024-06-26,Tricep Pushdown,85.0,8,Triceps,,680.0,2024-06-24,Wednesday
2024-06-26,Tricep Pushdown,85.0,7,Triceps,,595.0,2024-06-24,Wednesday
2024-06-24,T-Bar Row,45.0,15,Back,,675.0,2024-06-24,Monday
2024-06-24,T-Bar Row,90.0,10,Back,,900.0,2024-06-24,Monday
2024-06-24,T-Bar Row,90.0,10,Back,,900.0,2024-06-24,Monday
2024-06-24,T-Bar Row,90.0,10,Back,,900.0,2024-06-24,Monday
2024-06-24,Rear Pec Dec,160.0,10,Shoulders,,1600.0,2024-06-24,Monday
2024-06-24,Rear Pec Dec,140.0,10,Shoulders,,1400.0,2024-06-24,Monday
2024-06-24,Rear Pec Dec,145.0,11,Shoulders,,1595.0,2024-06-24,Monday
2024-06-24,Pec Dec,205.0,10,Chest,,2050.0,2024-06-24,Monday
2024-06-24,Pec Dec,205.0,8,Chest,,1640.0,2024-06-24,Monday
2024-06-24,Pec Dec,205.0,8,Chest,,1640.0,2024-06-24,Monday
2024-06-24,Lat Pulldown,160.0,8,Lats,Biceps,1280.0,2024-06-24,Monday
2024-06-24,Lat Pulldown,140.0,9,Lats,Biceps,1260.0,2024-06-24,Monday
2024-06-24,Lat Pulldown,140.0,9,Lats,Biceps,1260.0,2024-06-24,Monday
2024-07-02,RDL,110.0,10,Hamstrings,Low Back,1100.0,2024-07-01,Tuesday
2024-07-02,RDL,110.0,10,Hamstrings,Low Back,1100.0,2024-07-01,Tuesday
2024-07-02,RDL,110.0,10,Hamstrings,Low Back,1100.0,2024-07-01,Tuesday
2024-07-02,Barbell Squat,135.0,12,Quads,Glutes,1620.0,2024-07-01,Tuesday
2024-07-02,Barbell Squat,225.0,10,Quads,Glutes,2250.0,2024-07-01,Tuesday
2024-07-02,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-07-01,Tuesday
2024-07-02,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-07-01,Tuesday
2024-07-02,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-07-01,Tuesday
2024-07-02,Leg Curl,50.0,10,Hamstrings,,500.0,2024-07-01,Tuesday
2024-07-02,Leg Curl,50.0,9,Hamstrings,,450.0,2024-07-01,Tuesday
2024-07-02,Leg Curl,50.0,8,Hamstrings,,400.0,2024-07-01,Tuesday
2024-07-02,Leg Curl,50.0,9,Hamstrings,,450.0,2024-07-01,Tuesday
2024-07-02,Leg Press,450.0,15,Quads,Glutes,6750.0,2024-07-01,Tuesday
2024-07-02,Leg Press,540.0,13,Quads,Glutes,7020.0,2024-07-01,Tuesday
2024-07-02,Leg Press,630.0,10,Quads,Glutes,6300.0,2024-07-01,Tuesday
2024-07-02,Leg Press,630.0,10,Quads,Glutes,6300.0,2024-07-01,Tuesday
2024-07-02,Leg Press,630.0,12,Quads,Glutes,7560.0,2024-07-01,Tuesday
2024-07-08,Barbell Squat,135.0,16,Quads,Glutes,2160.0,2024-07-08,Monday
2024-07-08,Barbell Squat,225.0,12,Quads,Glutes,2700.0,2024-07-08,Monday
2024-07-08,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-07-08,Monday
2024-07-08,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-07-08,Monday
2024-07-08,Barbell Squat,335.0,4,Quads,Glutes,1340.0,2024-07-08,Monday
2024-07-08,Barbell Squat,315.0,4,Quads,Glutes,1260.0,2024-07-08,Monday
2024-07-08,Leg Press,360.0,15,Quads,Glutes,5400.0,2024-07-08,Monday
2024-07-08,Leg Press,540.0,17,Quads,Glutes,9180.0,2024-07-08,Monday
2024-07-08,Leg Press,630.0,17,Quads,Glutes,10710.0,2024-07-08,Monday
2024-07-08,Leg Press,630.0,12,Quads,Glutes,7560.0,2024-07-08,Monday
2024-07-08,RDL,110.0,10,Hamstrings,Low Back,1100.0,2024-07-08,Monday
2024-07-08,RDL,110.0,10,Hamstrings,Low Back,1100.0,2024-07-08,Monday
2024-07-08,RDL,110.0,8,Hamstrings,Low Back,880.0,2024-07-08,Monday
2024-07-08,RDL,110.0,8,Hamstrings,Low Back,880.0,2024-07-08,Monday
2024-07-08,Seated Leg Curl,145.0,10,Hamstrings,,1450.0,2024-07-08,Monday
2024-07-08,Seated Leg Curl,140.0,8,Hamstrings,,1120.0,2024-07-08,Monday
2024-07-08,Seated Leg Curl,130.0,8,Hamstrings,,1040.0,2024-07-08,Monday
2024-07-08,Leg Extension,130.0,9,Quads,,1170.0,2024-07-08,Monday
2024-07-08,Leg Extension,120.0,9,Quads,,1080.0,2024-07-08,Monday
2024-07-08,Leg Extension,120.0,8,Quads,,960.0,2024-07-08,Monday
2024-07-09,Dumbbell Bench,85.0,10,Chest,Triceps,850.0,2024-07-08,Tuesday
2024-07-09,Dumbbell Bench,85.0,8,Chest,Triceps,680.0,2024-07-08,Tuesday
2024-07-09,Dumbbell Bench,85.0,7,Chest,Triceps,595.0,2024-07-08,Tuesday
2024-07-09,Dumbbell Bench,85.0,7,Chest,Triceps,595.0,2024-07-08,Tuesday
2024-07-09,Bench,135.0,10,Chest,Triceps,1350.0,2024-07-08,Tuesday
2024-07-09,Bench,135.0,10,Chest,Triceps,1350.0,2024-07-08,Tuesday
2024-07-09,Bench,135.0,11,Chest,Triceps,1485.0,2024-07-08,Tuesday
2024-07-09,Bench,130.0,10,Chest,Triceps,1300.0,2024-07-08,Tuesday
2024-07-09,Skull Crushers,70.0,9,Triceps,,630.0,2024-07-08,Tuesday
2024-07-09,Skull Crushers,70.0,8,Triceps,,560.0,2024-07-08,Tuesday
2024-07-09,Skull Crushers,70.0,8,Triceps,,560.0,2024-07-08,Tuesday
2024-07-09,Skull Crushers,70.0,7,Triceps,,490.0,2024-07-08,Tuesday
2024-07-09,Cable Lateral Raise,32.5,8,Shoulders,,260.0,2024-07-08,Tuesday
2024-07-09,Cable Lateral Raise,27.5,8,Shoulders,,220.0,2024-07-08,Tuesday
2024-07-09,Cable Lateral Raise,27.5,9,Shoulders,,247.5,2024-07-08,Tuesday
2024-07-09,Cable Lateral Raise,27.5,8,Shoulders,,220.0,2024-07-08,Tuesday
2024-07-09,Pec Dec,190.0,8,Chest,,1520.0,2024-07-08,Tuesday
2024-07-09,Pec Dec,190.0,7,Chest,,1330.0,2024-07-08,Tuesday
2024-07-09,Pec Dec,175.0,8,Chest,,1400.0,2024-07-08,Tuesday
2024-07-09,Pec Dec,175.0,7,Chest,,1225.0,2024-07-08,Tuesday
2024-07-10,Lat Pulldown,160.0,12,Lats,Biceps,1920.0,2024-07-08,Wednesday
2024-07-10,Lat Pulldown,160.0,10,Lats,Biceps,1600.0,2024-07-08,Wednesday
2024-07-10,Lat Pulldown,160.0,9,Lats,Biceps,1440.0,2024-07-08,Wednesday
2024-07-10,Lat Pulldown,160.0,7,Lats,Biceps,1120.0,2024-07-08,Wednesday
2024-07-10,Lateral Raise,30.0,13,Shoulders,,390.0,2024-07-08,Wednesday
2024-07-10,Lateral Raise,30.0,14,Shoulders,,420.0,2024-07-08,Wednesday
2024-07-10,Lateral Raise,30.0,10,Shoulders,,300.0,2024-07-08,Wednesday
2024-07-10,Lateral Raise,30.0,9,Shoulders,,270.0,2024-07-08,Wednesday
2024-07-10,Seated Row,120.0,15,Back,,1800.0,2024-07-08,Wednesday
2024-07-10,Seated Row,140.0,14,Back,,1960.0,2024-07-08,Wednesday
2024-07-10,Seated Row,140.0,8,Back,,1120.0,2024-07-08,Wednesday
2024-07-10,Seated Row,140.0,9,Back,,1260.0,2024-07-08,Wednesday
2024-07-10,Shoulder Press,55.0,11,Shoulders,,605.0,2024-07-08,Wednesday
2024-07-10,Shoulder Press,55.0,8,Shoulders,,440.0,2024-07-08,Wednesday
2024-07-10,Shoulder Press,55.0,7,Shoulders,,385.0,2024-07-08,Wednesday
2024-07-11,EZ Curl,100.0,10,Biceps,,1000.0,2024-07-08,Thursday
2024-07-11,EZ Curl,100.0,6,Biceps,,600.0,2024-07-08,Thursday
2024-07-11,EZ Curl,100.0,6,Biceps,,600.0,2024-07-08,Thursday
2024-07-11,EZ Curl,100.0,6,Biceps,,600.0,2024-07-08,Thursday
2024-07-11,Abductors,235.0,12,Glutes,Abductors,2820.0,2024-07-08,Thursday
2024-07-11,Abductors,260.0,10,Glutes,Abductors,2600.0,2024-07-08,Thursday
2024-07-11,Abductors,295.0,10,Glutes,Abductors,2950.0,2024-07-08,Thursday
2024-07-11,Abductors,305.0,10,Glutes,Abductors,3050.0,2024-07-08,Thursday
2024-07-11,Single Arm Lat Pull,130.0,10,Lats,,1300.0,2024-07-08,Thursday
2024-07-11,Single Arm Lat Pull,130.0,8,Lats,,1040.0,2024-07-08,Thursday
2024-07-11,Single Arm Lat Pull,130.0,7,Lats,,910.0,2024-07-08,Thursday
2024-07-11,Single Arm Lat Pull,130.0,8,Lats,,1040.0,2024-07-08,Thursday
2024-07-11,Barbell Squat,155.0,15,Quads,Glutes,2325.0,2024-07-08,Thursday
2024-07-11,Barbell Squat,225.0,12,Quads,Glutes,2700.0,2024-07-08,Thursday
2024-07-11,Barbell Squat,315.0,6,Quads,Glutes,1890.0,2024-07-08,Thursday
2024-07-11,Barbell Squat,335.0,3,Quads,Glutes,1005.0,2024-07-08,Thursday
2024-07-11,Barbell Squat,365.0,1,Quads,Glutes,365.0,2024-07-08,Thursday
2024-07-11,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-07-08,Thursday
2024-07-11,Leg Curl,60.0,11,Hamstrings,,660.0,2024-07-08,Thursday
2024-07-11,Leg Curl,60.0,10,Hamstrings,,600.0,2024-07-08,Thursday
2024-07-11,Leg Curl,60.0,9,Hamstrings,,540.0,2024-07-08,Thursday
2024-07-11,Leg Curl,60.0,8,Hamstrings,,480.0,2024-07-08,Thursday
2024-07-11,Leg Extension,130.0,9,Quads,,1170.0,2024-07-08,Thursday
2024-07-11,Leg Extension,130.0,9,Quads,,1170.0,2024-07-08,Thursday
2024-07-11,Leg Extension,130.0,8,Quads,,1040.0,2024-07-08,Thursday
2024-07-11,Leg Extension,130.0,7,Quads,,910.0,2024-07-08,Thursday
2024-07-11,Calf Raise,315.0,10,Calves,,3150.0,2024-07-08,Thursday
2024-07-11,Calf Raise,315.0,10,Calves,,3150.0,2024-07-08,Thursday
2024-07-11,Calf Raise,315.0,10,Calves,,3150.0,2024-07-08,Thursday
2024-07-11,Leg Push Back,135.0,10,Glutes,,1350.0,2024-07-08,Thursday
2024-07-11,Leg Push Back,150.0,11,Glutes,,1650.0,2024-07-08,Thursday
2024-07-11,Leg Push Back,180.0,12,Glutes,,2160.0,2024-07-08,Thursday
2024-07-15,Bench,135.0,15,Chest,Triceps,2025.0,2024-07-15,Monday
2024-07-15,Bench,185.0,10,Chest,Triceps,1850.0,2024-07-15,Monday
2024-07-15,Bench,205.0,5,Chest,Triceps,1025.0,2024-07-15,Monday
2024-07-15,Bench,225.0,4,Chest,Triceps,900.0,2024-07-15,Monday
2024-07-15,Bench,205.0,5,Chest,Triceps,1025.0,2024-07-15,Monday
2024-07-15,Bench,205.0,5,Chest,Triceps,1025.0,2024-07-15,Monday
2024-07-15,Bench,135.0,10,Chest,Triceps,1350.0,2024-07-15,Monday
2024-07-15,Tricep Pushdown,160.0,10,Triceps,,1600.0,2024-07-15,Monday
2024-07-15,Tricep Pushdown,160.0,9,Triceps,,1440.0,2024-07-15,Monday
2024-07-15,Tricep Pushdown,160.0,8,Triceps,,1280.0,2024-07-15,Monday
2024-07-15,Tricep Pushdown,160.0,9,Triceps,,1440.0,2024-07-15,Monday
2024-07-15,Lateral Raise,30.0,12,Shoulders,,360.0,2024-07-15,Monday
2024-07-15,Lateral Raise,30.0,10,Shoulders,,300.0,2024-07-15,Monday
2024-07-15,Lateral Raise,30.0,10,Shoulders,,300.0,2024-07-15,Monday
2024-07-15,Lateral Raise,30.0,10,Shoulders,,300.0,2024-07-15,Monday
2024-07-15,Hammer Curl,50.0,10,Biceps,,500.0,2024-07-15,Monday
2024-07-15,Hammer Curl,50.0,8,Biceps,,400.0,2024-07-15,Monday
2024-07-15,Hammer Curl,50.0,8,Biceps,,400.0,2024-07-15,Monday
2024-07-15,Hammer Curl,50.0,10,Biceps,,500.0,2024-07-15,Monday
2024-07-16,Incline Machine Press,80.0,8,Chest,Triceps,640.0,2024-07-15,Tuesday
2024-07-16,Incline Machine Press,80.0,8,Chest,Triceps,640.0,2024-07-15,Tuesday
2024-07-16,Incline Machine Press,80.0,6,Chest,Triceps,480.0,2024-07-15,Tuesday
2024-07-16,Incline Machine Press,80.0,6,Chest,Triceps,480.0,2024-07-15,Tuesday
