Date,Exercise,Weight(lbs),Reps,Primary Muscle Group,Secondary Muscle Group,Volume,Week,day of week
2024-03-19,Dumbbell Bench,85.0,10,Chest,Triceps,850.0,2024-03-18,Tuesday
2024-03-19,Dumbbell Bench,85.0,8,Chest,Triceps,680.0,2024-03-18,Tuesday
2024-03-19,Dumbbell Bench,85.0,6,Chest,Triceps,510.0,2024-03-18,Tuesday
2024-03-19,Lateral Raise,30.0,12,Shoulders,,360.0,2024-03-18,Tuesday
2024-03-19,Lateral Raise,30.0,10,Shoulders,,300.0,2024-03-18,Tuesday
2024-03-19,Lateral Raise,30.0,9,Shoulders,,270.0,2024-03-18,Tuesday
2024-03-19,Lateral Raise,30.0,7,Shoulders,,210.0,2024-03-18,Tuesday
2024-03-19,Tricep Pushdown,85.0,9,Triceps,,765.0,2024-03-18,Tuesday
2024-03-19,Tricep Pushdown,85.0,8,Triceps,,680.0,2024-03-18,Tuesday
2024-03-19,Tricep Pushdown,85.0,7,Triceps,,595.0,2024-03-18,Tuesday
2024-03-19,Tricep Pushdown,85.0,6,Triceps,,510.0,2024-03-18,Tuesday
2024-03-19,Pec Dec,160.0,11,Chest,,1760.0,2024-03-18,Tuesday
2024-03-19,Pec Dec,160.0,8,Chest,,1280.0,2024-03-18,Tuesday
2024-03-19,Pec Dec,160.0,9,Chest,,1440.0,2024-03-18,Tuesday
2024-03-19,Hammer Curl,40.0,11,Biceps,,440.0,2024-03-18,Tuesday
2024-03-19,Hammer Curl,40.0,8,Biceps,,320.0,2024-03-18,Tuesday
2024-03-19,Hammer Curl,35.0,8,Biceps,,280.0,2024-03-18,Tuesday
2024-03-19,Hammer Curl,35.0,8,Biceps,,280.0,2024-03-18,Tuesday
2024-03-19,Cable Press (Up),22.5,8,Chest,Triceps,180.0,2024-03-18,Tuesday
2024-03-19,Cable Press (Up),22.5,8,Chest,Triceps,180.0,2024-03-18,Tuesday
2024-03-19,Cable Press (Up),22.5,8,Chest,Triceps,180.0,2024-03-18,Tuesday
2024-03-19,Cable Press (Down),27.5,12,Chest,Triceps,330.0,2024-03-18,Tuesday
2024-03-19,Cable Press (Down),32.5,10,Chest,Triceps,325.0,2024-03-18,Tuesday
2024-03-19,Cable Press (Down),32.5,10,Chest,Triceps,325.0,2024-03-18,Tuesday
2024-03-19,Skull Crushers,80.0,11,Triceps,,880.0,2024-03-18,Tuesday
2024-03-19,Skull Crushers,80.0,9,Triceps,,720.0,2024-03-18,Tuesday
2024-03-23,Barbell Squat,135.0,15,Quads,Glutes,2025.0,2024-03-18,Saturday
2024-03-23,Barbell Squat,225.0,10,Quads,Glutes,2250.0,2024-03-18,Saturday
2024-03-23,Barbell Squat,315.0,3,Quads,Glutes,945.0,2024-03-18,Saturday
2024-03-23,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-03-18,Saturday
2024-03-23,Barbell Squat,335.0,2,Quads,Glutes,670.0,2024-03-18,Saturday
2024-03-23,Barbell Squat,355.0,1,Quads,Glutes,355.0,2024-03-18,Saturday
2024-03-23,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-03-18,Saturday
2024-03-23,Barbell Squat,315.0,4,Quads,Glutes,1260.0,2024-03-18,Saturday
2024-03-23,Barbell Squat,315.0,3,Quads,Glutes,945.0,2024-03-18,Saturday
2024-03-23,Barbell RDL,135.0,12,Hamstrings,Low Back,1620.0,2024-03-18,Saturday
2024-03-23,Barbell RDL,225.0,10,Hamstrings,Low Back,2250.0,2024-03-18,Saturday
2024-03-23,Barbell RDL,315.0,5,Hamstrings,Low Back,1575.0,2024-03-18,Saturday
2024-03-23,Barbell RDL,315.0,5,Hamstrings,Low Back,1575.0,2024-03-18,Saturday
2024-03-23,Barbell RDL,225.0,8,Hamstrings,Low Back,1800.0,2024-03-18,Saturday
2024-03-23,Leg Extension,120.0,10,Quads,,1200.0,2024-03-18,Saturday
2024-03-23,Leg Extension,120.0,10,Quads,,1200.0,2024-03-18,Saturday
2024-03-23,Leg Extension,120.0,10,Quads,,1200.0,2024-03-18,Saturday
2024-03-23,Leg Extension,120.0,9,Quads,,1080.0,2024-03-18,Saturday
2024-03-25,Lat Pulldown,60.0,12,Lats,Biceps,720.0,2024-03-25,Monday
2024-03-25,Lat Pulldown,60.0,10,Lats,Biceps,600.0,2024-03-25,Monday
2024-03-25,Lat Pulldown,60.0,10,Lats,Biceps,600.0,2024-03-25,Monday
2024-03-25,Lat Pulldown,60.0,8,Lats,Biceps,480.0,2024-03-25,Monday
2024-03-25,Machine Row (Horizontal),80.0,8,Back,,640.0,2024-03-25,Monday
2024-03-25,Machine Row (Horizontal),70.0,10,Back,,700.0,2024-03-25,Monday
2024-03-25,Machine Row (Horizontal),70.0,10,Back,,700.0,2024-03-25,Monday
2024-03-25,Machine Row (Horizontal),70.0,10,Back,,700.0,2024-03-25,Monday
2024-03-25,EZ Curl,100.0,10,Biceps,,1000.0,2024-03-25,Monday
2024-03-25,EZ Curl,100.0,10,Biceps,,1000.0,2024-03-25,Monday
2024-03-25,EZ Curl,100.0,8,Biceps,,800.0,2024-03-25,Monday
2024-03-25,EZ Curl,100.0,8,Biceps,,800.0,2024-03-25,Monday
2024-03-25,Rear Crossover,17.5,10,Shoulders,,175.0,2024-03-25,Monday
2024-03-25,Rear Crossover,17.5,10,Shoulders,,175.0,2024-03-25,Monday
2024-03-25,Rear Crossover,17.5,11,Shoulders,,192.5,2024-03-25,Monday
2024-03-25,Rear Crossover,17.5,10,Shoulders,,175.0,2024-03-25,Monday
2024-03-25,Single Arm Row,70.0,8,Lats,,560.0,2024-03-25,Monday
2024-03-25,Single Arm Row,70.0,8,Lats,,560.0,2024-03-25,Monday
2024-03-25,Single Arm Row,65.0,9,Lats,,585.0,2024-03-25,Monday
2024-03-25,Single Arm Row,65.0,9,Lats,,585.0,2024-03-25,Monday
2024-03-28,Barbell Squat,135.0,15,Quads,Glutes,2025.0,2024-03-25,Thursday
2024-03-28,Barbell Squat,225.0,10,Quads,Glutes,2250.0,2024-03-25,Thursday
2024-03-28,Barbell Squat,315.0,8,Quads,Glutes,2520.0,2024-03-25,Thursday
2024-03-28,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-03-25,Thursday
2024-03-28,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-03-25,Thursday
2024-03-28,Barbell Squat,335.0,3,Quads,Glutes,1005.0,2024-03-25,Thursday
2024-03-28,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-03-25,Thursday
2024-03-28,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-03-25,Thursday
2024-03-28,Barbell Squat,315.0,5,Quads,Glutes,1575.0,2024-03-25,Thursday
2024-03-28,Seated Leg Curl,130.0,12,Hamstrings,,1560.0,2024-03-25,Thursday
2024-03-28,Seated Leg Curl,130.0,10,Hamstrings,,1300.0,2024-03-25,Thursday
2024-03-28,Seated Leg Curl,130.0,8,Hamstrings,,1040.0,2024-03-25,Thursday
2024-03-28,Seated Leg Curl,130.0,8,Hamstrings,,1040.0,2024-03-25,Thursday
2024-03-28,Leg Press,280.0,10,Quads,Glutes,2800.0,2024-03-25,Thursday
2024-03-28,Leg Press,370.0,12,Quads,Glutes,4440.0,2024-03-25,Thursday
2024-03-28,Leg Press,460.0,10,Quads,Glutes,4600.0,2024-03-25,Thursday
2024-03-28,Leg Press,550.0,10,Quads,Glutes,5500.0,2024-03-25,Thursday
2024-03-28,Leg Press,550.0,10,Quads,Glutes,5500.0,2024-03-25,Thursday
2024-03-28,RDL,95.0,12,Hamstrings,Low Back,1140.0,2024-03-25,Thursday
2024-03-28,RDL,95.0,10,Hamstrings,Low Back,950.0,2024-03-25,Thursday
2024-03-28,RDL,95.0,10,Hamstrings,Low Back,950.0,2024-03-25,Thursday
2024-03-29,Dumbbell Bench,85.0,11,Chest,Triceps,935.0,2024-03-25,Friday
2024-03-29,Dumbbell Bench,85.0,8,Chest,Triceps,680.0,2024-03-25,Friday
2024-03-29,Dumbbell Bench,85.0,7,Chest,Triceps,595.0,2024-03-25,Friday
2024-03-29,Dumbbell Bench,85.0,6,Chest,Triceps,510.0,2024-03-25,Friday
2024-03-29,Tricep Pushdown,85.0,10,Triceps,,850.0,2024-03-25,Friday
2024-03-29,Tricep Pushdown,85.0,8,Triceps,,680.0,2024-03-25,Friday
2024-03-29,Tricep Pushdown,85.0,7,Triceps,,595.0,2024-03-25,Friday
2024-03-29,Tricep Pushdown,85.0,7,Triceps,,595.0,2024-03-25,Friday
2024-03-29,Cable Press (Up),22.5,11,Chest,Triceps,247.5,2024-03-25,Friday
2024-03-29,Cable Press (Up),22.5,9,Chest,Triceps,202.5,2024-03-25,Friday
2024-03-29,Cable Press (Up),22.5,8,Chest,Triceps,180.0,2024-03-25,Friday
2024-03-29,Cable Press (Up),22.5,8,Chest,Triceps,180.0,2024-03-25,Friday
2024-03-29,Pec Dec,145.0,10,Chest,,1450.0,2024-03-25,Friday
2024-03-29,Pec Dec,145.0,10,Chest,,1450.0,2024-03-25,Friday
2024-03-29,Pec Dec,145.0,10,Chest,,1450.0,2024-03-25,Friday
2024-03-29,Pec Dec,145.0,10,Chest,,1450.0,2024-03-25,Friday
2024-03-29,Skull Crushers,80.0,12,Triceps,,960.0,2024-03-25,Friday
2024-03-29,Skull Crushers,80.0,9,Triceps,,720.0,2024-03-25,Friday
2024-03-29,Skull Crushers,80.0,8,Triceps,,640.0,2024-03-25,Friday
2024-03-29,Skull Crushers,80.0,8,Triceps,,640.0,2024-03-25,Friday
2024-03-30,T-Bar Row,45.0,15,Back,,675.0,2024-03-25,Saturday
2024-03-30,T-Bar Row,90.0,8,Back,,720.0,2024-03-25,Saturday
2024-03-30,T-Bar Row,90.0,8,Back,,720.0,2024-03-25,Saturday
2024-03-30,T-Bar Row,90.0,7,Back,,630.0,2024-03-25,Saturday
2024-03-30,Shoulder Press,60.0,10,Shoulders,,600.0,2024-03-25,Saturday
2024-03-30,Shoulder Press,60.0,8,Shoulders,,480.0,2024-03-25,Saturday
2024-03-30,Shoulder Press,60.0,7,Shoulders,,420.0,2024-03-25,Saturday
2024-03-30,Shoulder Press,60.0,6,Shoulders,,360.0,2024-03-25,Saturday
2024-03-30,Lat Pulldown,140.0,12,Lats,Biceps,1680.0,2024-03-25,Saturday
2024-03-30,Lat Pulldown,140.0,10,Lats,Biceps,1400.0,2024-03-25,Saturday
2024-03-30,Lat Pulldown,140.0,8,Lats,Biceps,1120.0,2024-03-25,Saturday
2024-03-30,Lat Pulldown,140.0,8,Lats,Biceps,1120.0,2024-03-25,Saturday
2024-03-30,Lateral Raise,30.0,12,Shoulders,,360.0,2024-03-25,Saturday
2024-03-30,Lateral Raise,30.0,10,Shoulders,,300.0,2024-03-25,Saturday
2024-03-30,Lateral Raise,30.0,8,Shoulders,,240.0,2024-03-25,Saturday
2024-03-30,Lateral Raise,30.0,8,Shoulders,,240.0,2024-03-25,Saturday
2024-03-30,Hammer Curl,40.0,9,Biceps,,360.0,2024-03-25,Saturday
2024-03-30,Hammer Curl,40.0,7,Biceps,,280.0,2024-03-25,Saturday
2024-03-30,Hammer Curl,40.0,7,Biceps,,280.0,2024-03-25,Saturday
2024-03-30,Hammer Curl,40.0,6,Biceps,,240.0,2024-03-25,Saturday
2024-03-30,EZ Curl,100.0,7,Biceps,,700.0,2024-03-25,Saturday
2024-03-30,EZ Curl,100.0,6,Biceps,,600.0,2024-03-25,Saturday
2024-03-30,EZ Curl,100.0,5,Biceps,,500.0,2024-03-25,Saturday
2024-04-01,Dumbbell Bench,90.0,10,Chest,Triceps,900.0,2024-04-01,Monday
2024-04-01,Dumbbell Bench,90.0,7,Chest,Triceps,630.0,2024-04-01,Monday
2024-04-01,Dumbbell Bench,90.0,6,Chest,Triceps,540.0,2024-04-01,Monday
2024-04-01,Dumbbell Bench,90.0,5,Chest,Triceps,450.0,2024-04-01,Monday
2024-04-01,Seated Curl,35.0,12,Biceps,,420.0,2024-04-01,Monday
2024-04-01,Seated Curl,35.0,10,Biceps,,350.0,2024-04-01,Monday
2024-04-01,Seated Curl,35.0,8,Biceps,,280.0,2024-04-01,Monday
2024-04-01,Seated Curl,35.0,7,Biceps,,245.0,2024-04-01,Monday
2024-04-01,Shoulder Press,60.0,10,Shoulders,,600.0,2024-04-01,Monday
2024-04-01,Shoulder Press,60.0,8,Shoulders,,480.0,2024-04-01,Monday
2024-04-01,Shoulder Press,60.0,6,Shoulders,,360.0,2024-04-01,Monday
2024-04-01,Shoulder Press,60.0,5,Shoulders,,300.0,2024-04-01,Monday
2024-04-01,Cable Press (Up),27.5,10,Chest,Triceps,275.0,2024-04-01,Monday
2024-04-01,Cable Press (Up),27.5,8,Chest,Triceps,220.0,2024-04-01,Monday
2024-04-01,Cable Press (Up),27.5,7,Chest,Triceps,192.5,2024-04-01,Monday
2024-04-01,Cable Press (Up),27.5,6,Chest,Triceps,165.0,2024-04-01,Monday
2024-04-01,Cable Press (Down),77.5,13,Chest,Triceps,1007.5,2024-04-01,Monday
2024-04-01,Cable Press (Down),32.5,12,Chest,Triceps,390.0,2024-04-01,Monday
2024-04-01,Cable Press (Down),32.5,10,Chest,Triceps,325.0,2024-04-01,Monday
2024-04-01,Cable Press (Down),32.5,10,Chest,Triceps,325.0,2024-04-01,Monday
2024-04-03,Single Leg Press,180.0,12,Quads,Glutes,2160.0,2024-04-01,Wednesday
2024-04-03,Single Leg Press,270.0,12,Quads,Glutes,3240.0,2024-04-01,Wednesday
2024-04-03,Single Leg Press,360.0,9,Quads,Glutes,3240.0,2024-04-01,Wednesday
2024-04-03,Single Leg Press,360.0,7,Quads,Glutes,2520.0,2024-04-01,Wednesday
2024-04-03,Hammer Curl,35.0,15,Biceps,,525.0,2024-04-01,Wednesday
2024-04-03,Hammer Curl,35.0,12,Biceps,,420.0,2024-04-01,Wednesday
2024-04-03,Hammer Curl,35.0,12,Biceps,,420.0,2024-04-01,Wednesday
2024-04-03,Hammer Curl,35.0,12,Biceps,,420.0,2024-04-01,Wednesday
2024-04-03,Reverse Hack Squat,90.0,10,Quads,Glutes,900.0,2024-04-01,Wednesday
2024-04-03,Reverse Hack Squat,180.0,10,Quads,Glutes,1800.0,2024-04-01,Wednesday
2024-04-03,Reverse Hack Squat,270.0,10,Quads,Glutes,2700.0,2024-04-01,Wednesday
2024-04-03,Reverse Hack Squat,360.0,10,Quads,Glutes,3600.0,2024-04-01,Wednesday
2024-04-03,Reverse Hack Squat,480.0,6,Quads,Glutes,2880.0,2024-04-01,Wednesday
2024-04-03,Seated Leg Curl,130.0,12,Hamstrings,,1560.0,2024-04-01,Wednesday
2024-04-03,Seated Leg Curl,130.0,10,Hamstrings,,1300.0,2024-04-01,Wednesday
2024-04-03,Seated Leg Curl,130.0,8,Hamstrings,,1040.0,2024-04-01,Wednesday
2024-04-03,Seated Leg Curl,130.0,8,Hamstrings,,1040.0,2024-04-01,Wednesday
2024-04-03,Leg Extension,220.0,10,Quads,,2200.0,2024-04-01,Wednesday
2024-04-03,Leg Extension,220.0,8,Quads,,1760.0,2024-04-01,Wednesday
2024-04-03,Leg Extension,220.0,7,Quads,,1540.0,2024-04-01,Wednesday
2024-04-03,Calf Machine,300.0,15,Calves,,4500.0,2024-04-01,Wednesday
2024-04-03,Calf Machine,300.0,15,Calves,,4500.0,2024-04-01,Wednesday
2024-04-06,Incline Machine Press,75.0,12,Chest,Triceps,900.0,2024-04-01,Saturday
2024-04-06,Incline Machine Press,75.0,8,Chest,Triceps,600.0,2024-04-01,Saturday
2024-04-06,Incline Machine Press,75.0,8,Chest,Triceps,600.0,2024-04-01,Saturday
2024-04-06,Incline Machine Press,75.0,7,Chest,Triceps,525.0,2024-04-01,Saturday
2024-04-06,EZ Curl,80.0,15,Biceps,,1200.0,2024-04-01,Saturday
2024-04-06,EZ Curl,80.0,10,Biceps,,800.0,2024-04-01,Saturday
2024-04-06,EZ Curl,80.0,10,Biceps,,800.0,2024-04-01,Saturday
2024-04-06,Skull Crushers,80.0,10,Triceps,,800.0,2024-04-01,Saturday
2024-04-06,Skull Crushers,80.0,8,Triceps,,640.0,2024-04-01,Saturday
2024-04-06,Skull Crushers,80.0,8,Triceps,,640.0,2024-04-01,Saturday
2024-04-06,Skull Crushers,80.0,7,Triceps,,560.0,2024-04-01,Saturday
2024-04-06,Military Press,110.0,8,Shoulders,,880.0,2024-04-01,Saturday
2024-04-06,Military Press,110.0,8,Shoulders,,880.0,2024-04-01,Saturday
2024-04-06,Military Press,110.0,6,Shoulders,,660.0,2024-04-01,Saturday
2024-04-06,Lat Pulldown,170.0,12,Lats,Biceps,2040.0,2024-04-01,Saturday
2024-04-06,Lat Pulldown,170.0,10,Lats,Biceps,1700.0,2024-04-01,Saturday
2024-04-06,Lat Pulldown,170.0,8,Lats,Biceps,1360.0,2024-04-01,Saturday
2024-04-09,Machine Row (Vertical),70.0,15,Lats,Biceps,1050.0,2024-04-08,Tuesday
2024-04-09,Machine Row (Vertical),80.0,12,Lats,Biceps,960.0,2024-04-08,Tuesday
2024-04-09,Machine Row (Vertical),80.0,10,Lats,Biceps,800.0,2024-04-08,Tuesday
2024-04-09,Machine Row (Vertical),80.0,8,Lats,Biceps,640.0,2024-04-08,Tuesday
2024-04-09,Machine Row (Vertical),80.0,8,Lats,Biceps,640.0,2024-04-08,Tuesday
2024-04-09,Barbell Squat,135.0,15,Quads,Glutes,2025.0,2024-04-08,Tuesday
2024-04-09,Barbell Squat,225.0,10,Quads,Glutes,2250.0,2024-04-08,Tuesday
2024-04-09,Barbell Squat,315.0,6,Quads,Glutes,1890.0,2024-04-08,Tuesday
2024-04-09,Bench,135.0,15,Chest,Triceps,2025.0,2024-04-08,Tuesday
2024-04-09,Bench,175.0,5,Chest,Triceps,875.0,2024-04-08,Tuesday
2024-04-09,Bench,195.0,5,Chest,Triceps,975.0,2024-04-08,Tuesday
2024-04-09,Bench,195.0,3,Chest,Triceps,585.0,2024-04-08,Tuesday
2024-04-09,Bench,195.0,5,Chest,Triceps,975.0,2024-04-08,Tuesday
2024-04-09,Bench,195.0,4,Chest,Triceps,780.0,2024-04-08,Tuesday
2024-04-09,Bench,135.0,10,Chest,Triceps,1350.0,2024-04-08,Tuesday
2024-04-09,Shoulder Press,65.0,7,Shoulders,,455.0,2024-04-08,Tuesday
2024-04-09,Shoulder Press,65.0,5,Shoulders,,325.0,2024-04-08,Tuesday
2024-04-09,Shoulder Press,65.0,6,Shoulders,,390.0,2024-04-08,Tuesday
2024-04-09,Shoulder Press,65.0,6,Shoulders,,390.0,2024-04-08,Tuesday
2024-04-09,Machine Chest Press,145.0,10,Chest,Triceps,1450.0,2024-04-08,Tuesday
2024-04-09,Machine Chest Press,145.0,10,Chest,Triceps,1450.0,2024-04-08,Tuesday
2024-04-09,Machine Chest Press,145.0,8,Chest,Triceps,1160.0,2024-04-08,Tuesday
2024-04-11,Pull-Ups,180.0,14,Lats,Biceps,2520.0,2024-04-08,Thursday
2024-04-11,Pull-Ups,180.0,10,Lats,Biceps,1800.0,2024-04-08,Thursday
2024-04-11,Pull-Ups,180.0,8,Lats,Biceps,1440.0,2024-04-08,Thursday
2024-04-11,Pull-Ups,180.0,9,Lats,Biceps,1620.0,2024-04-08,Thursday
2024-04-11,Dips,180.0,15,Triceps,Chest,2700.0,2024-04-08,Thursday
2024-04-11,Dips,180.0,15,Triceps,Chest,2700.0,2024-04-08,Thursday
2024-04-11,Dips,180.0,15,Triceps,Chest,2700.0,2024-04-08,Thursday
2024-04-11,Dips,180.0,15,Triceps,Chest,2700.0,2024-04-08,Thursday
2024-04-11,T-Bar Row,45.0,12,Back,,540.0,2024-04-08,Thursday
2024-04-11,T-Bar Row,90.0,8,Back,,720.0,2024-04-08,Thursday
2024-04-11,T-Bar Row,90.0,8,Back,,720.0,2024-04-08,Thursday
2024-04-11,T-Bar Row,90.0,8,Back,,720.0,2024-04-08,Thursday
2024-04-11,T-Bar Row,90.0,8,Back,,720.0,2024-04-08,Thursday
2024-04-11,Lateral Raise,30.0,10,Shoulders,,300.0,2024-04-08,Thursday
2024-04-11,Lateral Raise,30.0,11,Shoulders,,330.0,2024-04-08,Thursday
2024-04-11,Lateral Raise,30.0,10,Shoulders,,300.0,2024-04-08,Thursday
2024-04-11,Lateral Raise,30.0,9,Shoulders,,270.0,2024-04-08,Thursday
2024-04-11,Hammer Curl,35.0,10,Biceps,,350.0,2024-04-08,Thursday
2024-04-11,Hammer Curl,35.0,10,Biceps,,350.0,2024-04-08,Thursday
2024-04-11,Hammer Curl,35.0,12,Biceps,,420.0,2024-04-08,Thursday
2024-04-11,Hammer Curl,35.0,12,Biceps,,420.0,2024-04-08,Thursday
2024-04-11,Lat Pulldown,60.0,14,Lats,Biceps,840.0,2024-04-08,Thursday
2024-04-11,Lat Pulldown,60.0,12,Lats,Biceps,720.0,2024-04-08,Thursday
2024-04-11,Lat Pulldown,60.0,10,Lats,Biceps,600.0,2024-04-08,Thursday
2024-04-11,Lat Pulldown,60.0,9,Lats,Biceps,540.0,2024-04-08,Thursday
2024-04-11,Machine Curl,140.0,7,Biceps,,980.0,2024-04-08,Thursday
2024-04-11,Machine Curl,125.0,7,Biceps,,875.0,2024-04-08,Thursday
2024-04-11,Machine Curl,125.0,8,Biceps,,1000.0,2024-04-08,Thursday
2024-04-15,Barbell Squat,135.0,15,Quads,Glutes,2025.0,2024-04-15,Monday
2024-04-15,Barbell Squat,225.0,13,Quads,Glutes,2925.0,2024-04-15,Monday
2024-04-15,Barbell Squat,315.0,7,Quads,Glutes,2205.0,2024-04-15,Monday
2024-04-15,Barbell Squat,315.0,6,Quads,Glutes,1890.0,2024-04-15,Monday
2024-04-15,Barbell Squat,315.0,6,Quads,Glutes,1890.0,2024-04-15,Monday
2024-04-15,Barbell Squat,335.0,4,Quads,Glutes,1340.0,2024-04-15,Monday
2024-04-15,Hammer Curl,35.0,15,Biceps,,525.0,2024-04-15,Monday
2024-04-15,Hammer Curl,35.0,13,Biceps,,455.0,2024-04-15,Monday
2024-04-15,Hammer Curl,35.0,12,Biceps,,420.0,2024-04-15,Monday
2024-04-15,Hammer Curl,35.0,10,Biceps,,350.0,2024-04-15,Monday
2024-04-15,RDL,100.0,12,Hamstrings,Low Back,1200.0,2024-04-15,Monday
2024-04-15,RDL,100.0,10,Hamstrings,Low Back,1000.0,2024-04-15,Monday
2024-04-15,RDL,100.0,10,Hamstrings,Low Back,1000.0,2024-04-15,Monday
2024-04-15,Reverse Hack Squat,180.0,10,Quads,Glutes,1800.0,2024-04-15,Monday
2024-04-15,Reverse Hack Squat,180.0,12,Quads,Glutes,2160.0,2024-04-15,Monday
2024-04-15,Leg Extension,120.0,10,Quads,,1200.0,2024-04-15,Monday
2024-04-15,Leg Extension,120.0,10,Quads,,1200.0,2024-04-15,Monday
2024-04-15,Leg Extension,120.0,8,Quads,,960.0,2024-04-15,Monday
2024-04-15,Leg Extension,120.0,10,Quads,,1200.0,2024-04-15,Monday
2024-04-16,Dumbbell Bench,75.0,12,Chest,Triceps,900.0,2024-04-15,Tuesday
2024-04-16,Dumbbell Bench,75.0,9,Chest,Triceps,675.0,2024-04-15,Tuesday
2024-04-16,Dumbbell Bench,85.0,8,Chest,Triceps,680.0,2024-04-15,Tuesday
2024-04-16,Dumbbell Bench,85.0,8,Chest,Triceps,680.0,2024-04-15,Tuesday
2024-04-16,Shoulder Press,65.0,8,Shoulders,,520.0,2024-04-15,Tuesday
2024-04-16,Shoulder Press,65.0,7,Shoulders,,455.0,2024-04-15,Tuesday
2024-04-16,Shoulder Press,65.0,6,Shoulders,,390.0,2024-04-15,Tuesday
2024-04-16,Shoulder Press,65.0,7,Shoulders,,455.0,2024-04-15,Tuesday
2024-04-16,Skull Crushers,90.0,8,Triceps,,720.0,2024-04-15,Tuesday
2024-04-16,Skull Crushers,90.0,6,Triceps,,540.0,2024-04-15,Tuesday
2024-04-16,Skull Crushers,90.0,6,Triceps,,540.0,2024-04-15,Tuesday
2024-04-16,Skull Crushers,90.0,5,Triceps,,450.0,2024-04-15,Tuesday
2024-04-16,Lateral Raise,30.0,13,Shoulders,,390.0,2024-04-15,Tuesday
2024-04-16,Lateral Raise,30.0,11,Shoulders,,330.0,2024-04-15,Tuesday
2024-04-16,Lateral Raise,30.0,8,Shoulders,,240.0,2024-04-15,Tuesday
2024-04-16,Lateral Raise,30.0,6,Shoulders,,180.0,2024-04-15,Tuesday
2024-04-16,Cable Press (Up),30.0,9,Chest,Triceps,270.0,2024-04-15,Tuesday
2024-04-16,Cable Press (Up),30.0,8,Chest,Triceps,240.0,2024-04-15,Tuesday
2024-04-16,Cable Press (Up),30.0,8,Chest,Triceps,240.0,2024-04-15,Tuesday
2024-04-16,Cable Press (Up),30.0,7,Chest,Triceps,210.0,2024-04-15,Tuesday
2024-04-16,Cable Press (Down),37.0,10,Chest,Triceps,370.0,2024-04-15,Tuesday
2024-04-16,Cable Press (Down),37.0,9,Chest,Triceps,333.0,2024-04-15,Tuesday
2024-04-16,Cable Press (Down),37.0,8,Chest,Triceps,296.0,2024-04-15,Tuesday
2024-04-16,Cable Press (Down),37.0,8,Chest,Triceps,296.0,2024-04-15,Tuesday
2024-04-18,Pull-Ups,180.0,16,Lats,Biceps,2880.0,2024-04-15,Thursday
2024-04-18,Pull-Ups,180.0,11,Lats,Biceps,1980.0,2024-04-15,Thursday
2024-04-18,Pull-Ups,180.0,9,Lats,Biceps,1620.0,2024-04-15,Thursday
2024-04-18,Dips,180.0,20,Triceps,Chest,3600.0,2024-04-15,Thursday
2024-04-18,Dips,180.0,20,Triceps,Chest,3600.0,2024-04-15,Thursday
2024-04-18,Dips,180.0,20,Triceps,Chest,3600.0,2024-04-15,Thursday
2024-04-18,Dips,180.0,17,Triceps,Chest,3060.0,2024-04-15,Thursday
2024-04-18,Rear Pec Dec,160.0,10,Shoulders,,1600.0,2024-04-15,Thursday
2024-04-18,Rear Pec Dec,160.0,8,Shoulders,,1280.0,2024-04-15,Thursday
2024-04-18,Rear Pec Dec,160.0,7,Shoulders,,1120.0,2024-04-15,Thursday
2024-04-18,T-Bar Row,45.0,12,Back,,540.0,2024-04-15,Thursday
2024-04-18,T-Bar Row,90.0,9,Back,,810.0,2024-04-15,Thursday
2024-04-18,T-Bar Row,90.0,9,Back,,810.0,2024-04-15,Thursday
2024-04-18,T-Bar Row,90.0,9,Back,,810.0,2024-04-15,Thursday
2024-04-18,T-Bar Row,90.0,8,Back,,720.0,2024-04-15,Thursday
2024-04-18,Machine Row (Horizontal),80.0,10,Back,,800.0,2024-04-15,Thursday
2024-04-18,Machine Row (Horizontal),80.0,10,Back,,800.0,2024-04-15,Thursday
2024-04-18,Machine Row (Horizontal),80.0,10,Back,,800.0,2024-04-15,Thursday
2024-04-18,Machine Row (Horizontal),80.0,10,Back,,800.0,2024-04-15,Thursday
2024-04-18,Lat Pulldown,70.0,10,Lats,Biceps,700.0,2024-04-15,Thursday
2024-04-18,Lat Pulldown,70.0,8,Lats,Biceps,560.0,2024-04-15,Thursday
2024-04-18,Lat Pulldown,70.0,8,Lats,Biceps,560.0,2024-04-15,Thursday
2024-04-18,Lat Pulldown,70.0,7,Lats,Biceps,490.0,2024-04-15,Thursday
2024-04-18,EZ Curl,100.0,8,Biceps,,800.0,2024-04-15,Thursday
2024-04-18,EZ Curl,100.0,6,Biceps,,600.0,2024-04-15,Thursday
2024-04-18,EZ Curl,100.0,7,Biceps,,700.0,2024-04-15,Thursday
2024-04-22,RDL,100.0,12,Hamstrings,Low Back,1200.0,2024-04-22,Monday
2024-04-22,RDL,100.0,11,Hamstrings,Low Back,1100.0,2024-04-22,Monday
2024-04-22,RDL,100.0,10,Hamstrings,Low Back,1000.0,2024-04-22,Monday
